Start Time, Oct. 25, 2018 at 04:04:54 PM
Energy calibration,  Offset: 0, Slope: 0.5, Quadratic: 0
Live Time (s), 1204.93
Real Time (s), 1210.19
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
776, 388, 32
777, 388.5, 26
778, 389, 31
779, 389.5, 37
780, 390, 24
781, 390.5, 24
782, 391, 25
783, 391.5, 25
784, 392, 37
785, 392.5, 15
786, 393, 27
787, 393.5, 23
788, 394, 33
789, 394.5, 35
790, 395, 14
791, 395.5, 24
792, 396, 25
793, 396.5, 34
794, 397, 25
795, 397.5, 30
796, 398, 18
797, 398.5, 26
798, 399, 46
799, 399.5, 162
800, 400, 316
801, 400.5, 151
802, 401, 34
803, 401.5, 19
804, 402, 23
805, 402.5, 21
806, 403, 22
807, 403.5, 26
808, 404, 16
809, 404.5, 26
810, 405, 22
811, 405.5, 20
812, 406, 25
813, 406.5, 24
814, 407, 19
815, 407.5, 17
816, 408, 19
817, 408.5, 19
818, 409, 27
819, 409.5, 16
820, 410, 27
821, 410.5, 21
822, 411, 18
823, 411.5, 26
824, 412, 26
825, 412.5, 26
826, 413, 25
827, 413.5, 28
828, 414, 20
829, 414.5, 31
830, 415, 23
831, 415.5, 25
832, 416, 17
833, 416.5, 15
834, 417, 16
835, 417.5, 27
836, 418, 15
837, 418.5, 26
838, 419, 19
839, 419.5, 16
840, 420, 22
841, 420.5, 16
842, 421, 20
843, 421.5, 23
844, 422, 19
845, 422.5, 23
846, 423, 21
847, 423.5, 25
848, 424, 21
849, 424.5, 20
850, 425, 22
851, 425.5, 22
852, 426, 22
853, 426.5, 27
854, 427, 18
855, 427.5, 19
856, 428, 19
857, 428.5, 26
858, 429, 17
859, 429.5, 24
860, 430, 15
861, 430.5, 23
862, 431, 22
863, 431.5, 20
864, 432, 16
865, 432.5, 21
866, 433, 23
867, 433.5, 26
868, 434, 23
869, 434.5, 34
870, 435, 17
871, 435.5, 18
872, 436, 21
873, 436.5, 28
874, 437, 28
875, 437.5, 21
876, 438, 18
877, 438.5, 20
878, 439, 27
879, 439.5, 22
880, 440, 19
881, 440.5, 26
882, 441, 31
883, 441.5, 26
884, 442, 17
885, 442.5, 20
886, 443, 22
887, 443.5, 18
888, 444, 25
889, 444.5, 28
890, 445, 24
891, 445.5, 6
892, 446, 27
893, 446.5, 22
894, 447, 30
895, 447.5, 16
896, 448, 17
897, 448.5, 21
898, 449, 16
899, 449.5, 16
900, 450, 19
901, 450.5, 18
902, 451, 22
903, 451.5, 15
904, 452, 26
905, 452.5, 31
906, 453, 24
907, 453.5, 18
908, 454, 21
909, 454.5, 25
910, 455, 17
911, 455.5, 30
912, 456, 25
913, 456.5, 19
914, 457, 22
915, 457.5, 19
916, 458, 26
917, 458.5, 20
918, 459, 14
919, 459.5, 17
920, 460, 22
921, 460.5, 19
922, 461, 22
923, 461.5, 16
924, 462, 23
925, 462.5, 18
926, 463, 21
927, 463.5, 19
928, 464, 29
929, 464.5, 17
930, 465, 20
931, 465.5, 16
932, 466, 23
933, 466.5, 21
934, 467, 16
935, 467.5, 16
936, 468, 7
937, 468.5, 17
938, 469, 24
939, 469.5, 22
940, 470, 25
941, 470.5, 17
942, 471, 27
943, 471.5, 17
944, 472, 24
945, 472.5, 24
946, 473, 16
947, 473.5, 14
948, 474, 23
949, 474.5, 17
950, 475, 18
951, 475.5, 16
952, 476, 23
953, 476.5, 28
954, 477, 46
955, 477.5, 50
956, 478, 31
957, 478.5, 30
958, 479, 24
959, 479.5, 17
960, 480, 28
961, 480.5, 14
962, 481, 19
963, 481.5, 20
964, 482, 18
965, 482.5, 15
966, 483, 15
967, 483.5, 11
968, 484, 21
969, 484.5, 24
970, 485, 16
971, 485.5, 22
972, 486, 14
973, 486.5, 24
974, 487, 21
975, 487.5, 14
976, 488, 19
977, 488.5, 17
978, 489, 20
979, 489.5, 21
980, 490, 13
981, 490.5, 18
982, 491, 15
983, 491.5, 21
984, 492, 12
985, 492.5, 13
986, 493, 18
987, 493.5, 12
988, 494, 19
989, 494.5, 17
990, 495, 19
991, 495.5, 19
992, 496, 22
993, 496.5, 16
994, 497, 14
995, 497.5, 13
996, 498, 18
997, 498.5, 19
998, 499, 19
999, 499.5, 15
1000, 500, 17
1001, 500.5, 19
1002, 501, 16
1003, 501.5, 22
1004, 502, 22
1005, 502.5, 17
1006, 503, 21
1007, 503.5, 22
1008, 504, 29
1009, 504.5, 44
1010, 505, 24
1011, 505.5, 20
1012, 506, 19
1013, 506.5, 20
1014, 507, 22
1015, 507.5, 21
1016, 508, 14
1017, 508.5, 10
1018, 509, 22
1019, 509.5, 18
1020, 510, 14
1021, 510.5, 14
1022, 511, 11
1023, 511.5, 14
1024, 512, 15
1025, 512.5, 12
1026, 513, 21
1027, 513.5, 12
1028, 514, 16
1029, 514.5, 18
1030, 515, 16
1031, 515.5, 26
1032, 516, 34
1033, 516.5, 16
1034, 517, 21
1035, 517.5, 13
1036, 518, 10
1037, 518.5, 18
1038, 519, 12
1039, 519.5, 7
1040, 520, 13
1041, 520.5, 14
1042, 521, 16
1043, 521.5, 27
1044, 522, 46
1045, 522.5, 19
1046, 523, 17
1047, 523.5, 11
1048, 524, 18
1049, 524.5, 16
1050, 525, 15
1051, 525.5, 16
1052, 526, 23
1053, 526.5, 20
1054, 527, 11
1055, 527.5, 19
1056, 528, 14
1057, 528.5, 16
1058, 529, 21
1059, 529.5, 23
1060, 530, 14
1061, 530.5, 10
1062, 531, 11
