Start Time, Oct. 25, 2018 at 03:12:02 PM
Energy calibration,  Offset: 0, Slope: 0.5, Quadratic: 0
Live Time (s), 1225.22
Real Time (s), 1230.74
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
798, 399, 36
799, 399.5, 157
800, 400, 233
801, 400.5, 133
802, 401, 23
803, 401.5, 25
804, 402, 18
805, 402.5, 15
806, 403, 19
807, 403.5, 17
808, 404, 21
809, 404.5, 25
810, 405, 13
811, 405.5, 20
812, 406, 32
813, 406.5, 25
814, 407, 17
815, 407.5, 15
816, 408, 25
817, 408.5, 25
818, 409, 17
819, 409.5, 22
820, 410, 20
821, 410.5, 14
822, 411, 19
823, 411.5, 26
824, 412, 29
825, 412.5, 27
826, 413, 24
827, 413.5, 28
828, 414, 32
829, 414.5, 31
830, 415, 27
831, 415.5, 28
832, 416, 19
833, 416.5, 20
834, 417, 25
835, 417.5, 25
836, 418, 22
837, 418.5, 25
838, 419, 21
839, 419.5, 32
840, 420, 27
841, 420.5, 21
842, 421, 19
843, 421.5, 16
844, 422, 20
845, 422.5, 21
846, 423, 15
847, 423.5, 27
848, 424, 28
849, 424.5, 29
850, 425, 27
851, 425.5, 23
852, 426, 21
853, 426.5, 24
854, 427, 26
855, 427.5, 26
856, 428, 21
857, 428.5, 19
858, 429, 16
859, 429.5, 23
860, 430, 19
861, 430.5, 28
862, 431, 17
863, 431.5, 22
864, 432, 29
865, 432.5, 32
866, 433, 17
867, 433.5, 24
868, 434, 28
869, 434.5, 31
870, 435, 32
871, 435.5, 30
872, 436, 18
873, 436.5, 33
874, 437, 36
875, 437.5, 28
876, 438, 27
877, 438.5, 35
878, 439, 20
879, 439.5, 20
880, 440, 29
881, 440.5, 24
882, 441, 24
883, 441.5, 21
884, 442, 23
885, 442.5, 20
886, 443, 23
887, 443.5, 24
888, 444, 21
889, 444.5, 18
890, 445, 19
891, 445.5, 24
892, 446, 16
893, 446.5, 23
894, 447, 27
895, 447.5, 25
896, 448, 18
897, 448.5, 23
898, 449, 18
899, 449.5, 19
900, 450, 13
901, 450.5, 19
902, 451, 24
903, 451.5, 16
904, 452, 20
905, 452.5, 22
906, 453, 23
907, 453.5, 28
908, 454, 20
909, 454.5, 24
910, 455, 18
911, 455.5, 19
912, 456, 31
913, 456.5, 21
914, 457, 17
915, 457.5, 25
916, 458, 22
917, 458.5, 30
918, 459, 26
919, 459.5, 20
920, 460, 17
921, 460.5, 23
922, 461, 26
923, 461.5, 21
924, 462, 31
925, 462.5, 23
926, 463, 9
927, 463.5, 25
928, 464, 22
929, 464.5, 21
930, 465, 22
931, 465.5, 19
932, 466, 15
933, 466.5, 24
934, 467, 22
935, 467.5, 20
936, 468, 22
937, 468.5, 28
938, 469, 15
939, 469.5, 15
940, 470, 17
941, 470.5, 23
942, 471, 17
943, 471.5, 14
944, 472, 26
945, 472.5, 19
946, 473, 18
947, 473.5, 29
948, 474, 19
949, 474.5, 23
950, 475, 16
951, 475.5, 21
952, 476, 27
953, 476.5, 23
954, 477, 39
955, 477.5, 66
956, 478, 24
957, 478.5, 18
958, 479, 30
959, 479.5, 20
960, 480, 19
961, 480.5, 16
962, 481, 21
963, 481.5, 20
964, 482, 19
965, 482.5, 33
966, 483, 22
967, 483.5, 18
968, 484, 14
969, 484.5, 30
970, 485, 20
