Start Time, Nov. 19, 2018 at 04:22:47 PM
Energy calibration,  Offset: 0, Slope: 0.5, Quadratic: 0
Live Time (s), 165281.41
Real Time (s), 165856.62
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
3889, 1944.5, 2
3890, 1945, 3
3891, 1945.5, 6
3892, 1946, 11
3893, 1946.5, 2
3894, 1947, 8
3895, 1947.5, 5
3896, 1948, 4
3897, 1948.5, 7
3898, 1949, 11
3899, 1949.5, 10
3900, 1950, 7
3901, 1950.5, 4
3902, 1951, 4
3903, 1951.5, 4
3904, 1952, 8
3905, 1952.5, 3
3906, 1953, 11
3907, 1953.5, 11
3908, 1954, 3
3909, 1954.5, 3
3910, 1955, 5
3911, 1955.5, 4
3912, 1956, 5
3913, 1956.5, 4
3914, 1957, 6
3915, 1957.5, 4
3916, 1958, 8
3917, 1958.5, 4
3918, 1959, 6
3919, 1959.5, 5
3920, 1960, 7
3921, 1960.5, 7
3922, 1961, 7
3923, 1961.5, 7
3924, 1962, 5
3925, 1962.5, 2
3926, 1963, 9
3927, 1963.5, 4
3928, 1964, 4
3929, 1964.5, 7
3930, 1965, 6
3931, 1965.5, 5
3932, 1966, 6
3933, 1966.5, 7
3934, 1967, 9
3935, 1967.5, 4
3936, 1968, 9
3937, 1968.5, 9
3938, 1969, 7
3939, 1969.5, 6
3940, 1970, 10
3941, 1970.5, 5
3942, 1971, 4
3943, 1971.5, 5
3944, 1972, 4
3945, 1972.5, 11
3946, 1973, 3
3947, 1973.5, 5
3948, 1974, 5
3949, 1974.5, 7
3950, 1975, 7
3951, 1975.5, 5
3952, 1976, 7
3953, 1976.5, 3
3954, 1977, 6
3955, 1977.5, 6
3956, 1978, 7
3957, 1978.5, 5
3958, 1979, 8
3959, 1979.5, 10
3960, 1980, 2
3961, 1980.5, 5
3962, 1981, 0
3963, 1981.5, 7
3964, 1982, 3
3965, 1982.5, 5
3966, 1983, 10
3967, 1983.5, 5
3968, 1984, 3
3969, 1984.5, 1
3970, 1985, 1
3971, 1985.5, 3
3972, 1986, 8
3973, 1986.5, 3
3974, 1987, 6
3975, 1987.5, 6
3976, 1988, 6
3977, 1988.5, 5
3978, 1989, 12
3979, 1989.5, 9
3980, 1990, 8
3981, 1990.5, 6
3982, 1991, 2
3983, 1991.5, 0
3984, 1992, 5
3985, 1992.5, 4
3986, 1993, 8
3987, 1993.5, 7
3988, 1994, 4
3989, 1994.5, 4
3990, 1995, 6
3991, 1995.5, 2
3992, 1996, 10
3993, 1996.5, 2
3994, 1997, 9
3995, 1997.5, 8
3996, 1998, 7
3997, 1998.5, 2
3998, 1999, 4
3999, 1999.5, 9
4000, 2000, 3
4001, 2000.5, 3
4002, 2001, 7
4003, 2001.5, 3
4004, 2002, 3
4005, 2002.5, 11
4006, 2003, 11
4007, 2003.5, 7
4008, 2004, 6
4009, 2004.5, 4
4010, 2005, 10
4011, 2005.5, 5
4012, 2006, 4
4013, 2006.5, 3
4014, 2007, 5
4015, 2007.5, 7
4016, 2008, 3
4017, 2008.5, 6
4018, 2009, 2
4019, 2009.5, 4
4020, 2010, 10
4021, 2010.5, 4
4022, 2011, 7
4023, 2011.5, 10
4024, 2012, 3
4025, 2012.5, 8
4026, 2013, 5
4027, 2013.5, 7
4028, 2014, 4
4029, 2014.5, 5
4030, 2015, 3
4031, 2015.5, 8
4032, 2016, 10
4033, 2016.5, 5
4034, 2017, 9
4035, 2017.5, 6
4036, 2018, 2
4037, 2018.5, 5
4038, 2019, 6
4039, 2019.5, 7
4040, 2020, 8
4041, 2020.5, 6
4042, 2021, 4
4043, 2021.5, 6
4044, 2022, 6
4045, 2022.5, 3
4046, 2023, 3
4047, 2023.5, 2
4048, 2024, 4
4049, 2024.5, 9
4050, 2025, 4
4051, 2025.5, 6
4052, 2026, 3
4053, 2026.5, 2
4054, 2027, 3
4055, 2027.5, 3
4056, 2028, 7
4057, 2028.5, 8
4058, 2029, 8
4059, 2029.5, 6
4060, 2030, 5
4061, 2030.5, 5
4062, 2031, 2
4063, 2031.5, 7
4064, 2032, 4
4065, 2032.5, 2
4066, 2033, 5
4067, 2033.5, 1
4068, 2034, 7
4069, 2034.5, 2
4070, 2035, 9
4071, 2035.5, 4
4072, 2036, 10
4073, 2036.5, 0
4074, 2037, 6
4075, 2037.5, 7
4076, 2038, 6
4077, 2038.5, 2
4078, 2039, 5
4079, 2039.5, 8
4080, 2040, 5
4081, 2040.5, 7
4082, 2041, 2
4083, 2041.5, 7
4084, 2042, 4
4085, 2042.5, 6
4086, 2043, 10
4087, 2043.5, 6
4088, 2044, 4
4089, 2044.5, 5
4090, 2045, 5
4091, 2045.5, 6
4092, 2046, 4
4093, 2046.5, 2
4094, 2047, 4
4095, 2047.5, 4
4096, 2048, 8
